chr	start	end	Gene	Genomic coordinates (hg19)	GC	meanMappability	Mim Number	MIM Phenotypes	MIM Inheritance
chr16	21763690	21763826	OTOA	chr16:21763690-21763826	0.540145985	0.5	607038	"Deafness, AR 22, 607039 (3)"	AR
chr16	21764348	21764445	OTOA	chr16:21764348-21764445	0.418367347	0.5	607038	"Deafness, AR 22, 607039 (3)"	AR
chr16	21768403	21768598	OTOA	chr16:21768403-21768598	0.704081633	0.5	607038	"Deafness, AR 22, 607039 (3)"	AR
chr16	21771791	21771861	OTOA	chr16:21771791-21771861	0.577464789	0.664286	607038	"Deafness, AR 22, 607039 (3)"	AR
chr16	30200181	30200285	CORO1A	chr16:30200181-30200285	0.638095238	0.5	605000	"Immunodeficiency 8, 615401 (3)"	AR
chr16	46705617	46705772	VPS35	chr16:46705617-46705772	0.487179487	0.658065	601501	"{Parkinson disease 17}, 614203 (3)"	AD
chr16	46717420	46717518	VPS35	chr16:46717420-46717518	0.505050505	0.520408	601501	"{Parkinson disease 17}, 614203 (3)"	AD
chr16	53656131	53656268	RPGRIP1L	chr16:53656131-53656268	0.608695652	0.599757	610937	"COACH syndrome, 216360 (3)/ Joubert syndrome 7, 611560 (3)/ Meckel syndrome 5, 611561 (3)"	AR
chr16	55836961	55837144	CES1	chr16:55836961-55837144	0.548913043	0.5	114835	Carboxylesterase 1 deficiency (3)	
chr16	55837441	55837513	CES1	chr16:55837441-55837513	0.493150685	0.333333	114835	Carboxylesterase 1 deficiency (3)	
chr16	55840245	55840376	CES1	chr16:55840245-55840376	0.5	0.360051	114835	Carboxylesterase 1 deficiency (3)	
chr16	55854284	55854391	CES1	chr16:55854284-55854391	0.537037037	0.5	114835	Carboxylesterase 1 deficiency (3)	
chr16	55857462	55857595	CES1	chr16:55857462-55857595	0.582089552	0.631579	114835	Carboxylesterase 1 deficiency (3)	
chr16	71122204	71122427	HYDIN	chr16:71122204-71122427	0.486607143	0.5	610812	"Ciliary dyskinesia, primary, 5, 608647 (3)"	AR
chr16	72088552	72088556	HP	chr16:72088552-72088556	0.4	0.5	140100	"[Anhaptoglobinemia], 614081 (3)/ [Hypohaptoglobinemia], 614081 (3)"	
chr16	72090429	72090530	HP	chr16:72090429-72090530	0.549019608	0.5	140100	"[Anhaptoglobinemia], 614081 (3)/ [Hypohaptoglobinemia], 614081 (3)"	
chr16	72091291	72091365	HP	chr16:72091291-72091365	0.373333333	0.418919	140100	"[Anhaptoglobinemia], 614081 (3)/ [Hypohaptoglobinemia], 614081 (3)"	
chr16	72092153	72092254	HP	chr16:72092153-72092254	0.549019608	0.5	140100	"[Anhaptoglobinemia], 614081 (3)/ [Hypohaptoglobinemia], 614081 (3)"	
chr16	72093013	72093087	HP	chr16:72093013-72093087	0.4	0.675676	140100	"[Anhaptoglobinemia], 614081 (3)/ [Hypohaptoglobinemia], 614081 (3)"	
chr16	75579250	75579393	TMEM231	chr16:75579250-75579393	0.590277778	0.5	614949	"Joubert syndrome 20, 614970 (3)/ Meckel syndrome 11, 615397 (3)"	AR
chr16	75579724	75579852	TMEM231	chr16:75579724-75579852	0.503875969	0.5	614949	"Joubert syndrome 20, 614970 (3)/ Meckel syndrome 11, 615397 (3)"	AR
chr16	81116471	81116568	GCSH	chr16:81116471-81116568	0.367346939	0.545533	238330	"Glycine encephalopathy, 605899 (3)"	AR
chr16	81118068	81118199	GCSH	chr16:81118068-81118199	0.363636364	0.417939	238330	"Glycine encephalopathy, 605899 (3)"	AR
chr16	81124206	81124285	GCSH	chr16:81124206-81124285	0.4125	0.687764	238330	"Glycine encephalopathy, 605899 (3)"	AR
chr16	81129736	81129883	GCSH	chr16:81129736-81129883	0.777027027	0.55102	238330	"Glycine encephalopathy, 605899 (3)"	AR
chr16	87921735	87921878	CA5A	chr16:87921735-87921878	0.513888889	0.734266	114761	"Hyperammonemia due to carbonic anhydrase VA deficiency, 615751 (3)"	AR
chr16	87925405	87925560	CA5A	chr16:87925405-87925560	0.685897436	0.736559	114761	"Hyperammonemia due to carbonic anhydrase VA deficiency, 615751 (3)"	AR
chr16	87936031	87936126	CA5A	chr16:87936031-87936126	0.40625	0.508772	114761	"Hyperammonemia due to carbonic anhydrase VA deficiency, 615751 (3)"	AR
chr16	87938392	87938510	CA5A	chr16:87938392-87938510	0.579831933	0.710452	114761	"Hyperammonemia due to carbonic anhydrase VA deficiency, 615751 (3)"	AR
chr16	89334519	89335071	ANKRD11	chr16:89334519-89335071	0.658227848	0.516606	611192	"KBG syndrome, 148050 (3)"	AD
chr16	89337225	89337317	ANKRD11	chr16:89337225-89337317	0.569892473	0.668478	611192	"KBG syndrome, 148050 (3)"	AD
chr16	89341222	89341365	ANKRD11	chr16:89341222-89341365	0.618055556	0.678322	611192	"KBG syndrome, 148050 (3)"	AD
chr16	89341501	89341599	ANKRD11	chr16:89341501-89341599	0.676767677	0.678571	611192	"KBG syndrome, 148050 (3)"	AD
chr17	4849195	4849292	PFN1	chr17:4849195-4849292	0.510204082	0.675258	176610	"Amyotrophic lateral sclerosis 18, 614808 (3)"	
chr17	8280882	8281010	RPL26	chr17:8280882-8281010	0.426356589	0.712891	603704	"?Diamond-Blackfan anemia 11, 614900 (3)"	AD
chr17	8283114	8283254	RPL26	chr17:8283114-8283254	0.460992908	0.442262	603704	"?Diamond-Blackfan anemia 11, 614900 (3)"	AD
chr17	8285461	8285628	RPL26	chr17:8285461-8285628	0.452380952	0.648204	603704	"?Diamond-Blackfan anemia 11, 614900 (3)"	AD
chr17	10296148	10296318	MYH8	chr17:10296148-10296318	0.596491228	0.619608	160741	"Carney complex variant, 608837 (3)/ Trismus-pseudocamptodactyly syndrome, 158300 (3)"	/AD
chr17	10315687	10315836	MYH8	chr17:10315687-10315836	0.54	0.530761	160741	"Carney complex variant, 608837 (3)/ Trismus-pseudocamptodactyly syndrome, 158300 (3)"	/AD
chr17	10321962	10322118	MYH8	chr17:10321962-10322118	0.573248408	0.473291	160741	"Carney complex variant, 608837 (3)/ Trismus-pseudocamptodactyly syndrome, 158300 (3)"	/AD
chr17	10426813	10426983	MYH2	chr17:10426813-10426983	0.602339181	0.661765	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10428074	10428382	MYH2	chr17:10428074-10428382	0.482200647	0.69697	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10432007	10432396	MYH2	chr17:10432007-10432396	0.576923077	0.592331	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10432881	10433057	MYH2	chr17:10432881-10433057	0.497175141	0.487689	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10433149	10433391	MYH2	chr17:10433149-10433391	0.465020576	0.511364	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10440982	10441152	MYH2	chr17:10440982-10441152	0.520467836	0.512255	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10442522	10442671	MYH2	chr17:10442522-10442671	0.533333333	0.735459	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10447028	10447120	MYH2	chr17:10447028-10447120	0.537634409	0.496377	160740	"Proximal myopathy and ophthalmoplegia, 605637 (3)"	"AR, AD"
chr17	10546143	10546313	MYH3	chr17:10546143-10546313	0.50877193	0.505882	160720	"Arthrogryposis, distal, type 2A, 193700 (3)/ Arthrogryposis, distal, type 2B, 601680 (3)/ Arthrogryposis, distal, type 8, 178110 (3)"	AD
chr17	14095306	14095538	COX10	chr17:14095306-14095538	0.575107296	0.633621	602125	"Leigh syndrome due to mitochondrial COX4 deficiency, 256000 (3)/ Mitochondrial complex IV deficiency, 220110 (3)"	"AR, Mitochondrial"
chr17	16285222	16285911	UBB	chr17:16285222-16285911	0.549275362	0.541122	191339	"Cleft palate, isolated, 119540 (2)"	AD
chr17	26088170	26088257	NOS2	chr17:26088170-26088257	0.636363636	0.66092	163730;163730	"{Hypertension, susceptibility to}, 145500 (2)/ {Malaria, resistance to}, 611162 (3);{Hypertension, susceptibility to}, 145500 (2)/ {Malaria, resistance to}, 611162 (3)"	Multifactorial/;Multifactorial/
chr17	26091007	26091170	NOS2	chr17:26091007-26091170	0.634146341	0.711656	163730;163730	"{Hypertension, susceptibility to}, 145500 (2)/ {Malaria, resistance to}, 611162 (3);{Hypertension, susceptibility to}, 145500 (2)/ {Malaria, resistance to}, 611162 (3)"	Multifactorial/;Multifactorial/
chr17	29541469	29541603	NF1	chr17:29541469-29541603	0.340740741	0.675373	613113	"Leukemia, juvenile myelomonocytic, 607785 (3)/ Neurofibromatosis, familial spinal, 162210 (3)/ Neurofibromatosis, type 1, 162200 (3)/ Neurofibromatosis-Noonan syndrome, 601321 (3)/ Watson syndrome, 193520 (3)"	"AD, Somatic mutation/AD/AD/AD/AD"
chr17	29556853	29556992	NF1	chr17:29556853-29556992	0.357142857	0.652878	613113	"Leukemia, juvenile myelomonocytic, 607785 (3)/ Neurofibromatosis, familial spinal, 162210 (3)/ Neurofibromatosis, type 1, 162200 (3)/ Neurofibromatosis-Noonan syndrome, 601321 (3)/ Watson syndrome, 193520 (3)"	"AD, Somatic mutation/AD/AD/AD/AD"
chr17	29557278	29557400	NF1	chr17:29557278-29557400	0.37398374	0.651639	613113	"Leukemia, juvenile myelomonocytic, 607785 (3)/ Neurofibromatosis, familial spinal, 162210 (3)/ Neurofibromatosis, type 1, 162200 (3)/ Neurofibromatosis-Noonan syndrome, 601321 (3)/ Watson syndrome, 193520 (3)"	"AD, Somatic mutation/AD/AD/AD/AD"
chr17	29557860	29557943	NF1	chr17:29557860-29557943	0.392857143	0.337349	613113	"Leukemia, juvenile myelomonocytic, 607785 (3)/ Neurofibromatosis, familial spinal, 162210 (3)/ Neurofibromatosis, type 1, 162200 (3)/ Neurofibromatosis-Noonan syndrome, 601321 (3)/ Watson syndrome, 193520 (3)"	"AD, Somatic mutation/AD/AD/AD/AD"
chr17	34416529	34416643	CCL3	chr17:34416529-34416643	0.565217391	0.576754	182283	"{HIV infection, resistance to}, 609423 (2)"	
chr17	34624259	34624349	CCL3L1	chr17:34624259-34624349	0.582417582	0.382407	601395	"{HIV/AIDS, susceptibility to}, 609423 (3)"	
chr17	34624771	34624885	CCL3L1	chr17:34624771-34624885	0.547826087	0.366228	601395	"{HIV/AIDS, susceptibility to}, 609423 (3)"	
chr17	34625571	34625646	CCL3L1	chr17:34625571-34625646	0.618421053	0.5	601395	"{HIV/AIDS, susceptibility to}, 609423 (3)"	
chr17	38792647	38792778	SMARCE1	chr17:38792647-38792778	0.424242424	0.672392	603111	"Coffin-Siris syndrome 5, 616938 (3)/ {Meningioma, familial, susceptibility to}, 607174 (3)"	AD
chr17	38802048	38802054	SMARCE1	chr17:38802048-38802054	0.285714286	0.388889	603111	"Coffin-Siris syndrome 5, 616938 (3)/ {Meningioma, familial, susceptibility to}, 607174 (3)"	AD
chr17	39742562	39743086	KRT14	chr17:39742562-39743086	0.64	0.531966	148066	"Dermatopathia pigmentosa reticularis, 125595 (3)/ Epidermolysis bullosa simplex, Dowling-Meara type, 131760 (3)/ Epidermolysis bullosa simplex, Koebner type, 131900 (3)/ Epidermolysis bullosa simplex, Weber-Cockayne type, 131800 (3)/ Epidermolysis bullosa simplex, recessive 1, 601001 (3)/ Naegeli-Franceschetti-Jadassohn syndrome, 161000 (3)"	AD/AD/AD/AD/AR/AD
chr17	39766583	39766803	KRT16	chr17:39766583-39766803	0.610859729	0.721212	148067	"Pachyonychia congenita 1, 167200 (3)/ Palmoplantar keratoderma, nonepidermolytic, focal, 613000 (3)"	AD
chr17	39767891	39767973	KRT16	chr17:39767891-39767973	0.530120482	0.429878	148067	"Pachyonychia congenita 1, 167200 (3)/ Palmoplantar keratoderma, nonepidermolytic, focal, 613000 (3)"	AD
chr17	39768410	39768940	KRT16	chr17:39768410-39768940	0.638418079	0.551415	148067	"Pachyonychia congenita 1, 167200 (3)/ Palmoplantar keratoderma, nonepidermolytic, focal, 613000 (3)"	AD
chr17	39776788	39776810	KRT17	chr17:39776788-39776810	0.434782609	0.280303	148069	"Pachyonychia congenita 2, 167210 (3)/ Steatocystoma multiplex, 184500 (3)"	AD
chr17	39778607	39778763	KRT17	chr17:39778607-39778763	0.605095541	0.674679	148069	"Pachyonychia congenita 2, 167210 (3)/ Steatocystoma multiplex, 184500 (3)"	AD
chr17	39780330	39780761	KRT17	chr17:39780330-39780761	0.650462963	0.598995	148069	"Pachyonychia congenita 2, 167210 (3)/ Steatocystoma multiplex, 184500 (3)"	AD
chr17	40364002	40364208	STAT5B	chr17:40364002-40364208	0.579710145	0.696602	604260	"Growth hormone insensitivity with immunodeficiency, 245590 (3)/ Leukemia, acute promyelocytic, somatic, 102578 (3)"	
chr17	40370741	40370896	STAT5B	chr17:40370741-40370896	0.628205128	0.5	604260	"Growth hormone insensitivity with immunodeficiency, 245590 (3)/ Leukemia, acute promyelocytic, somatic, 102578 (3)"	
chr17	40371330	40371481	STAT5B	chr17:40371330-40371481	0.671052632	0.5	604260	"Growth hormone insensitivity with immunodeficiency, 245590 (3)/ Leukemia, acute promyelocytic, somatic, 102578 (3)"	
chr17	40371730	40371860	STAT5B	chr17:40371730-40371860	0.671755725	0.680769	604260	"Growth hormone insensitivity with immunodeficiency, 245590 (3)/ Leukemia, acute promyelocytic, somatic, 102578 (3)"	
chr17	40762126	40762238	TUBG1	chr17:40762126-40762238	0.592920354	0.665179	191135	"Cortical dysplasia, complex, with other brain malformations 4, 615412 (3)"	AD
chr17	40762441	40762608	TUBG1	chr17:40762441-40762608	0.595238095	0.590818	191135	"Cortical dysplasia, complex, with other brain malformations 4, 615412 (3)"	AD
chr17	40766278	40766430	TUBG1	chr17:40766278-40766430	0.620915033	0.539474	191135	"Cortical dysplasia, complex, with other brain malformations 4, 615412 (3)"	AD
chr17	40766514	40766675	TUBG1	chr17:40766514-40766675	0.648148148	0.680124	191135	"Cortical dysplasia, complex, with other brain malformations 4, 615412 (3)"	AD
chr17	41231351	41231416	BRCA1	chr17:41231351-41231416	0.378787879	0.519231	113705	"{Breast-ovarian cancer, familial, 1}, 604370 (3)/ {Pancreatic cancer, susceptibility to, 4}, 614320 (3)"	"AD, Multifactorial/"
chr17	45102046	45102068	GOSR2	chr17:45102046-45102068	0.260869565	0	604027	"Epilepsy, progressive myoclonic 6, 614018 (3)"	AR
chr17	47484121	47484216	PHB	chr17:47484121-47484216	0.541666667	0.594737	176705	"{Breast cancer, susceptibility to}, 114480 (3)"	AD
chr17	47490539	47490626	PHB	chr17:47490539-47490626	0.5	0.644636	176705	"{Breast cancer, susceptibility to}, 114480 (3)"	AD
chr17	61994669	61994866	GH1	chr17:61994669-61994866	0.560606061	0.633249	139250	"Growth hormone deficiency, isolated, type IA, 262400 (3)/ Growth hormone deficiency, isolated, type IB, 612781 (3)/ Growth hormone deficiency, isolated, type II, 173100 (3)/ Kowarski syndrome, 262650 (3)"	AR//AD/AR
chr17	65889486	65889841	BPTF	chr17:65889486-65889841	0.41011236	0.702817	601819	"Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies, 617755 (3)"	AD
chr17	65962688	65962772	BPTF	chr17:65962688-65962772	0.447058824	0.553571	601819	"Neurodevelopmental disorder with dysmorphic facies and distal limb anomalies, 617755 (3)"	AD
chr18	9119472	9119588	NDUFV2	chr18:9119472-9119588	0.461538462	0.637931	600532	"Mitochondrial complex I deficiency, 252010 (3)"	"AR, XLD, Mitochondrial"
chr18	10911184	10911226	PIEZO2	chr18:10911184-10911226	0.488372093	0.5	613629	"Arthrogryposis, distal, type 3, 114300 (3)/ Arthrogryposis, distal, type 5, 108145 (3)/ Arthrogryposis, distal, with impaired proprioception and touch, 617146 (3)/ ?Marden-Walker syndrome, 248700 (3)"	AD/AD/AR/AD
chr18	47363887	47364172	MYO5B	chr18:47363887-47364172	0.513986014	0.709064	606540	"Microvillus inclusion disease, 251850 (3)"	AR
chr19	3594834	3595074	TBXA2R	chr19:3594834-3595074	0.576763485	0.645139	188070	"{Bleeding disorder, platelet-type, 13, susceptibility to}, 614009 (3)"	AD
chr19	4101017	4101141	MAP2K2	chr19:4101017-4101141	0.584	0.63172	601263	"Cardiofaciocutaneous syndrome 4, 615280 (3)"	
chr19	7696359	7696442	PET100	chr19:7696359-7696442	0.547619048	0.692771	614770	"Mitochondrial complex IV deficiency, 220110 (3)"	"AR, Mitochondrial"
chr19	7810404	7810973	CD209	chr19:7810404-7810973	0.554385965	0.542912	604672	"{Dengue fever, protection against}, 614371 (3)/ {HIV type 1, susceptibility to}, 609423 (3)/ {Mycobacterium tuberculosis, susceptibility to}, 607948 (3)"	
chr19	8386837	8386959	RPS28	chr19:8386837-8386959	0.609756098	0.362705	603685	"Diamond Blackfan anemia 15 with mandibulofacial dysostosis, 606164 (3)"	AD
chr19	14675598	14675670	TECR	chr19:14675598-14675670	0.547945205	0.736111	610057	"Mental retardation, AR 14, 614020 (3)"	AR
chr19	14676014	14676102	TECR	chr19:14676014-14676102	0.595505618	0.676136	610057	"Mental retardation, AR 14, 614020 (3)"	AR
chr19	14676556	14676683	TECR	chr19:14676556-14676683	0.6328125	0.480315	610057	"Mental retardation, AR 14, 614020 (3)"	AR
chr19	14876132	14876209	EMR2	chr19:14876132-14876209	0.538461538	0.701299	606100	"Vibratory urticaria, 125630 (3)"	AD
chr19	14876336	14876382	EMR2	chr19:14876336-14876382	0.617021277	0.521739	606100	"Vibratory urticaria, 125630 (3)"	AD
chr19	14876470	14876616	EMR2	chr19:14876470-14876616	0.585034014	0.5	606100	"Vibratory urticaria, 125630 (3)"	AD
chr19	14877047	14877193	EMR2	chr19:14877047-14877193	0.598639456	0.619863	606100	"Vibratory urticaria, 125630 (3)"	AD
chr19	14884750	14884866	EMR2	chr19:14884750-14884866	0.58974359	0.719828	606100	"Vibratory urticaria, 125630 (3)"	AD
chr19	14885068	14885118	EMR2	chr19:14885068-14885118	0.607843137	0.5	606100	"Vibratory urticaria, 125630 (3)"	AD
chr19	17086812	17086961	CPAMD8	chr19:17086812-17086961	0.586666667	0.607383	608841	"Anterior segment dysgenesis 8, 617319 (3)"	AR
chr19	17107921	17108148	CPAMD8	chr19:17107921-17108148	0.644736842	0.570485	608841	"Anterior segment dysgenesis 8, 617319 (3)"	AR
chr19	17115083	17115196	CPAMD8	chr19:17115083-17115196	0.464912281	0.646018	608841	"Anterior segment dysgenesis 8, 617319 (3)"	AR
chr19	17132840	17132991	CPAMD8	chr19:17132840-17132991	0.605263158	0.728477	608841	"Anterior segment dysgenesis 8, 617319 (3)"	AR
chr19	17137361	17137593	CPAMD8	chr19:17137361-17137593	0.798283262	0.676724	608841	"Anterior segment dysgenesis 8, 617319 (3)"	AR
chr19	39734272	39734370	IFNL3	chr19:39734272-39734370	0.616161616	0.579932	607402	"{Hepatitis C virus infection, response to therapy of}, 609532 (3)"	
chr19	39734464	39734547	IFNL3	chr19:39734464-39734547	0.702380952	0.656627	607402	"{Hepatitis C virus infection, response to therapy of}, 609532 (3)"	
chr19	39735057	39735134	IFNL3	chr19:39735057-39735134	0.641025641	0.701299	607402	"{Hepatitis C virus infection, response to therapy of}, 609532 (3)"	
chr19	39735428	39735607	IFNL3	chr19:39735428-39735607	0.622222222	0.731844	607402	"{Hepatitis C virus infection, response to therapy of}, 609532 (3)"	
chr19	41349701	41349882	CYP2A6	chr19:41349701-41349882	0.554945055	0.507366	122720	"Coumarin resistance, 122700 (3)/ {Lung cancer, resistance to}, 211980 (3)/ {Nicotine addiction, protection from}, 188890 (3)"	AD/AR/
chr19	41351199	41351386	CYP2A6	chr19:41351199-41351386	0.531914894	0.620321	122720	"Coumarin resistance, 122700 (3)/ {Lung cancer, resistance to}, 211980 (3)/ {Nicotine addiction, protection from}, 188890 (3)"	AD/AR/
chr19	41352780	41352956	CYP2A6	chr19:41352780-41352956	0.542372881	0.559659	122720	"Coumarin resistance, 122700 (3)/ {Lung cancer, resistance to}, 211980 (3)/ {Nicotine addiction, protection from}, 188890 (3)"	AD/AR/
chr19	41354124	41354284	CYP2A6	chr19:41354124-41354284	0.52173913	0.701042	122720	"Coumarin resistance, 122700 (3)/ {Lung cancer, resistance to}, 211980 (3)/ {Nicotine addiction, protection from}, 188890 (3)"	AD/AR/
chr19	41355723	41355885	CYP2A6	chr19:41355723-41355885	0.625766871	0.566872	122720	"Coumarin resistance, 122700 (3)/ {Lung cancer, resistance to}, 211980 (3)/ {Nicotine addiction, protection from}, 188890 (3)"	AD/AR/
chr19	41515124	41515300	CYP2B6	chr19:41515124-41515300	0.508474576	0.698864	123930	"{Efavirenz central nervous system toxicity, susceptibility to}, 614546 (3)/ Efavirenz, poor metabolism of, 614546 (3)"	
chr19	42375419	42375445	RPS19	chr19:42375419-42375445	0.518518519	0.378205	603474	"Diamond-Blackfan anemia 1, 105650 (3)"	AD
chr19	47341997	47342056	AP2S1	chr19:47341997-47342056	0.4	0.508475	602242	"Hypocalciuric hypercalcemia, type III, 600740 (3)"	AD
chr19	49468765	49468866	FTL	chr19:49468765-49468866	0.539215686	0.717822	134790	"Hyperferritinemia-cataract syndrome, 600886 (3)/ L-ferritin deficiency, dominant and recessive, 615604 (3)/ Neurodegeneration with brain iron accumulation 3, 606159 (3)"	"AD/AR, AD/AD"
chr19	49519804	49519971	LHB	chr19:49519804-49519971	0.648809524	0.742515	152780	"Hypogonadotropic hypogonadism 23 with or without anosmia, 228300 (3)"	AR
chr19	55327956	55327989	KIR3DL1	chr19:55327956-55327989	0.558823529	0.431818	604946	"{AIDS, delayed/rapid progression to}, 609423 (3)"	
chr19	55336483	55336533	KIR3DL1	chr19:55336483-55336533	0.490196078	0.5	604946	"{AIDS, delayed/rapid progression to}, 609423 (3)"	
chr19	55340816	55340920	KIR3DL1	chr19:55340816-55340920	0.476190476	0.748397	604946	"{AIDS, delayed/rapid progression to}, 609423 (3)"	
chr19	55341554	55341730	KIR3DL1	chr19:55341554-55341730	0.497175141	0.747159	604946	"{AIDS, delayed/rapid progression to}, 609423 (3)"	
chr20	467020	467106	CSNK2A1	chr20:467020-467106	0.563218391	0.75	115440	"Okur-Chung neurodevelopmental syndrome, 617062 (3)"	AD
chr20	468071	468219	CSNK2A1	chr20:468071-468219	0.516778523	0.665541	115440	"Okur-Chung neurodevelopmental syndrome, 617062 (3)"	AD
chr20	472898	473008	CSNK2A1	chr20:472898-473008	0.441441441	0.645455	115440	"Okur-Chung neurodevelopmental syndrome, 617062 (3)"	AD
chr20	476363	476446	CSNK2A1	chr20:476363-476446	0.44047619	0.692771	115440	"Okur-Chung neurodevelopmental syndrome, 617062 (3)"	AD
chr20	480477	480578	CSNK2A1	chr20:480477-480578	0.382352941	0.658416	115440	"Okur-Chung neurodevelopmental syndrome, 617062 (3)"	AD
chr20	485762	485873	CSNK2A1	chr20:485762-485873	0.339285714	0.648649	115440	"Okur-Chung neurodevelopmental syndrome, 617062 (3)"	AD
chr20	489095	489195	CSNK2A1	chr20:489095-489195	0.514851485	0.5	115440	"Okur-Chung neurodevelopmental syndrome, 617062 (3)"	AD
chr20	33004923	33005045	ITCH	chr20:33004923-33005045	0.552845528	0.528689	606409	"Autoimmune disease, multisystem, with facial dysmorphism, 613385 (3)"	AR
chr20	45015977	45016076	ELMO2	chr20:45015977-45016076	0.49	0.722222	606421	"Vascular malformation, primary intraosseous, 606893 (3)"	AR
chr20	57607275	57607306	ATP5E	chr20:57607275-57607306	0.59375	0.741935	606153	"?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 3, 614053 (3)"	
chr21	34941277	34941393	SON	chr21:34941277-34941393	0.478632479	0.711207	182465	"ZTTK syndrome, 617140 (3)"	AD
chr22	18650022	18650101	USP18	chr22:18650022-18650101	0.4625	0.721519	607057	"Pseudo-TORCH syndrome 2, 617397 (3)"	AR
chr22	18652611	18652706	USP18	chr22:18652611-18652706	0.541666667	0.684211	607057	"Pseudo-TORCH syndrome 2, 617397 (3)"	AR
chr22	18653520	18653687	USP18	chr22:18653520-18653687	0.517857143	0.5	607057	"Pseudo-TORCH syndrome 2, 617397 (3)"	AR
chr22	18655917	18656048	USP18	chr22:18655917-18656048	0.477272727	0.5	607057	"Pseudo-TORCH syndrome 2, 617397 (3)"	AR
chr22	18656560	18656609	USP18	chr22:18656560-18656609	0.5	0.5	607057	"Pseudo-TORCH syndrome 2, 617397 (3)"	AR
chr22	18659539	18659584	USP18	chr22:18659539-18659584	0.413043478	0	607057	"Pseudo-TORCH syndrome 2, 617397 (3)"	AR
chr22	18906964	18907110	PRODH	chr22:18906964-18907110	0.578231293	0.736301	606810	"Hyperprolinemia, type I, 239500 (3)/ {Schizophrenia, susceptibility to, 4}, 600850 (3)"	AR/AD
chr22	18909838	18909917	PRODH	chr22:18909838-18909917	0.575	0.721519	606810	"Hyperprolinemia, type I, 239500 (3)/ {Schizophrenia, susceptibility to, 4}, 600850 (3)"	AR/AD
chr22	21063584	21063667	PI4KA	chr22:21063584-21063667	0.523809524	0.574297	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21064987	21065146	PI4KA	chr22:21064987-21065146	0.56875	0.408805	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21065629	21065749	PI4KA	chr22:21065629-21065749	0.537190083	0.470833	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21066774	21066899	PI4KA	chr22:21066774-21066899	0.634920635	0.401333	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21066981	21067085	PI4KA	chr22:21066981-21067085	0.59047619	0.333333	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21068746	21068816	PI4KA	chr22:21068746-21068816	0.450704225	0.333333	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21071996	21072066	PI4KA	chr22:21071996-21072066	0.591549296	0.521429	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21087259	21087386	PI4KA	chr22:21087259-21087386	0.5078125	0.569554	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21088024	21088131	PI4KA	chr22:21088024-21088131	0.555555556	0.41433	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21088331	21088482	PI4KA	chr22:21088331-21088482	0.625	0.507726	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	21088683	21088841	PI4KA	chr22:21088683-21088841	0.578616352	0.531646	600286	"Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, 616531 (3)"	AR
chr22	23652511	23652620	BCR	chr22:23652511-23652620	0.509090909	0.38685	151410	"Leukemia, acute lymphocytic, somatic, 613065 (3)/ Leukemia, chronic myeloid, somatic, 608232 (3)"	
chr22	23653884	23654023	BCR	chr22:23653884-23654023	0.642857143	0.526379	151410	"Leukemia, acute lymphocytic, somatic, 613065 (3)/ Leukemia, chronic myeloid, somatic, 608232 (3)"	
chr22	23655074	23655208	BCR	chr22:23655074-23655208	0.577777778	0.149876	151410	"Leukemia, acute lymphocytic, somatic, 613065 (3)/ Leukemia, chronic myeloid, somatic, 608232 (3)"	
